Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,Pos
2274,140,Sep 5,SFG,,ARI,"L,2-7",GS-9,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.312,.496,.822,1.318,3,1.15,-0.027,4.17,-0.06%,-0.36,LF
2275,141,Sep 6,SFG,,ARI,"W,9-5",CG,5,4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.312,.495,.824,1.318,3,.43,0.104,1.42,0.21%,0.78,LF
2276,142,Sep 7,SFG,@,COL,"L,2-3",CG(12),6,3,0,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,.317,.500,.827,1.327,3,1.51,0.415,4.36,0.72%,2.37,LF
2277,143,Sep 8,SFG,@,COL,"W,7-3",CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.315,.497,.820,1.317,3,1.39,-0.097,3.96,-0.17%,-1.08,LF
2278,144,Sep 9,SFG,@,COL,"W,9-4",GS-11,6,5,3,3,0,0,3,5,1,0,1,0,0,0,0,0,0,0,.319,.499,.838,1.338,3,1.13,0.227,3.51,0.42%,4.12,LF
2279,145,Sep 18,SFG,,HOU,"L,2-3",CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.316,.497,.833,1.330,3,.84,-0.058,2.82,-0.12%,-0.68,LF
2280,146,Sep 19,SFG,,HOU,"L,3-10",GS-9,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.316,.497,.829,1.327,3,.18,0.004,.59,0.01%,-0.14,LF
2281,147,Sep 20,SFG,,HOU,"L,4-5",CG(10),5,3,1,2,1,0,1,3,2,0,1,0,0,0,0,0,0,0,.319,.500,.837,1.337,3,1.46,0.409,4.23,0.71%,3.10,LF
2282,148,Sep 21,SFG,@,SDP,"W,2-0",CG,4,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,.319,.500,.834,1.334,3,1.04,0.139,2.67,0.21%,1.34,LF
2283,149,Sep 22,SFG,@,SDP,"L,3-4",CG(10),4,4,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,.318,.498,.831,1.329,3,.73,-0.041,1.97,-0.07%,-0.31,LF
2284,150,Sep 23,SFG,@,SDP,"W,11-2",GS-8,5,4,3,2,0,0,2,2,1,0,0,0,0,0,0,0,1,0,.320,.499,.841,1.340,3,.64,0.138,1.53,0.20%,1.93,LF
2285,151,Sep 24,SFG,@,LAD,"W,2-1",CG,5,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,1,0,.320,.500,.844,1.344,3,1.16,0.147,3.48,0.27%,1.18,LF
2286,152,Sep 25,SFG,@,LAD,"L,5-9",CG,5,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,.318,.499,.839,1.338,3,.65,-0.001,2.41,0.00%,-0.21,LF
2287,153,Sep 26,SFG,@,LAD,"W,6-4",CG,5,2,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,.319,.502,.837,1.339,3,1.66,0.104,5.94,0.22%,0.44,LF
2288,154,Sep 28,SFG,,SDP,"W,10-5",GS-8,5,3,1,2,1,0,1,3,2,0,1,0,0,0,0,0,0,0,.321,.504,.845,1.349,3,.34,0.113,1.06,0.21%,3.27,LF
2289,155,Sep 29,SFG,,SDP,"W,3-1",CG,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.321,.504,.848,1.352,3,.79,0.147,2.44,0.27%,0.66,LF
2290,156,Sep 30,SFG,,SDP,"L,4-5",CG,4,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,.320,.505,.846,1.352,3,1.92,0.102,5.93,0.19%,0.67,LF
2291,157,Oct 2,SFG,@,HOU,"W,4-1",CG,5,2,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,.321,.508,.845,1.353,3,1.02,0.125,2.92,0.21%,1.34,LF
2292,158,Oct 3,SFG,@,HOU,"W,11-8",GS-9,5,2,3,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,.322,.510,.843,1.353,3,.94,0.112,2.99,0.21%,1.97,LF
2293,159,Oct 4,SFG,@,HOU,"W,10-2",GS-9,5,2,2,1,0,0,1,1,3,1,0,0,0,0,0,0,0,0,.323,.512,.848,1.361,3,.41,0.035,1.73,0.09%,1.93,LF
2294,160,Oct 5,SFG,,LAD,"L,10-11",CG,5,3,3,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,.325,.514,.860,1.374,3,.96,0.152,4.32,0.41%,2.14,LF
2295,161,Oct 6,SFG,,LAD,"L,2-6",9-9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.326,.515,.860,1.375,5,.12,0.005,.00,0.00%,0.66,PH
2296,162,Oct 7,SFG,,LAD,"W,2-1",GS-9,4,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.328,.515,.863,1.379,3,.99,0.017,.00,0.00%,0.11,LF
